DSP_1005580000422_D_A02.dcc	DSP_1005580000422_D_A03.dcc	DSP_1005580000422_D_A08.dcc	DSP_1005580000422_D_A09.dcc	DSP_1005580000422_D_A10.dcc	DSP_1005580000422_D_A11.dcc	DSP_1005580000422_D_A12.dcc	DSP_1005580000422_D_B01.dcc	DSP_1005580000422_D_B06.dcc	DSP_1005580000422_D_B07.dcc	DSP_1005580000422_D_B08.dcc	DSP_1005580000422_D_B09.dcc	DSP_1005580000422_D_B10.dcc	DSP_1005580000422_D_B11.dcc	DSP_1005580000422_D_B12.dcc	DSP_1005580000422_D_C01.dcc	DSP_1005580000422_D_C04.dcc	DSP_1005580000422_D_C05.dcc	DSP_1005580000422_D_C06.dcc	DSP_1005580000422_D_C07.dcc	DSP_1005580000422_D_C10.dcc	DSP_1005580000422_D_C11.dcc	DSP_1005580000422_D_C12.dcc	DSP_1005580000422_D_D01.dcc	DSP_1005580000422_D_D04.dcc	DSP_1005580000422_D_D05.dcc	DSP_1005580000422_D_D08.dcc	DSP_1005580000422_D_D09.dcc	DSP_1005580000422_D_D10.dcc	DSP_1005580000422_D_D11.dcc	DSP_1005580000422_D_D12.dcc	DSP_1005580000422_D_E01.dcc
Lrrd1	5	6	7	11	1	5	7	7	0	10	2	14	3	13	2	11	5	1	2	2	1	3	1	3	4	2	0	4	1	1	1	2
Lrrfip1	2	3	5	6	2	3	2	6	3	6	6	5	4	15	3	3	3	17	28	20	8	23	4	10	13	14	7	21	10	18	6	26
Lrrfip2	0	6	15	9	2	5	7	10	4	8	2	15	1	12	3	7	11	15	11	11	9	9	2	7	9	4	7	14	9	15	14	26
Lrriq1	4	6	2	16	4	9	5	7	1	8	3	15	3	8	3	7	0	1	5	0	0	0	2	0	5	2	1	1	1	2	2	4
Lrriq3	2	7	6	17	3	5	9	13	5	11	5	14	2	13	5	7	0	3	1	2	1	4	1	2	3	2	1	6	1	2	4	3
Lrrk1	1	6	1	6	1	7	3	7	4	11	3	7	2	8	1	6	0	4	1	2	1	1	4	1	3	0	1	7	1	1	3	4
Lrrk2	2	5	6	6	3	8	4	9	2	23	2	11	5	16	1	3	3	1	1	8	4	5	1	2	5	2	6	3	5	2	2	5
Lrrn1	4	7	6	17	1	6	4	11	9	21	5	17	3	13	2	9	16	20	17	13	20	22	11	24	20	13	9	24	18	16	15	31
Lrrn2	1	5	3	7	5	6	1	8	3	14	7	17	6	16	4	13	25	16	34	10	20	14	11	14	12	11	18	21	14	16	17	23
Lrrn3	3	9	5	11	3	4	3	8	8	8	4	9	3	11	3	3	3	4	6	6	4	9	0	2	0	5	4	12	5	8	5	10
Lrrn4	3	3	1	7	2	3	0	11	1	12	2	8	1	6	4	3	3	1	2	1	0	2	2	2	5	1	1	4	1	1	2	5
Lrrn4cl	7	10	11	12	7	10	12	15	4	12	2	15	1	3	2	9	2	1	2	1	3	2	3	0	3	2	5	2	3	0	2	4
Lrrtm1	2	10	5	12	2	10	6	13	1	5	4	14	3	13	1	8	5	2	6	3	5	9	4	5	4	7	7	11	2	7	5	8
Lrrtm2	3	6	3	8	2	3	3	8	5	5	2	5	2	7	1	4	4	3	2	2	4	6	4	1	2	3	5	6	7	4	2	7
Lrrtm3	2	6	3	11	3	5	5	11	7	10	3	13	2	15	7	7	3	2	12	2	4	7	2	6	5	1	2	4	5	1	6	7
Lrrtm4	0	1	2	11	3	5	1	12	3	15	3	11	3	3	1	5	5	9	11	5	3	8	2	6	6	10	7	11	5	8	7	15
Lrsam1	1	4	1	9	2	4	6	9	7	11	4	16	2	6	4	5	42	11	49	10	38	14	16	13	35	11	36	15	43	8	38	26
Lrtm1	7	2	4	9	2	4	2	6	4	7	5	8	7	10	2	10	3	2	3	1	1	3	1	1	3	1	2	2	1	1	0	3
Lrtm2	4	3	5	12	3	5	5	7	2	4	2	9	6	6	3	3	3	6	4	4	8	9	0	10	6	8	5	5	2	6	6	17
Lrwd1	3	4	5	14	4	7	5	10	3	10	2	13	5	6	5	12	2	4	2	3	2	5	4	2	4	5	2	2	4	3	3	5
Lsamp	4	7	7	7	3	2	6	12	1	14	9	16	2	6	2	10	33	37	47	38	40	38	35	39	22	28	32	59	25	28	47	69
Lsg1	2	11	4	10	4	8	2	9	3	13	5	18	5	4	4	8	3	1	5	1	1	3	1	0	3	3	1	6	5	2	2	3
Lsm1	1	7	3	9	3	9	5	8	2	14	4	19	4	14	6	10	8	5	7	9	4	8	3	10	6	2	8	15	6	11	10	21
Lsm10	2	5	5	8	2	6	10	4	3	12	3	12	1	9	1	5	1	3	4	2	1	3	0	2	1	0	4	7	2	3	6	4
Lsm11	6	7	4	5	4	4	6	11	2	11	3	11	5	6	2	14	9	5	14	4	12	7	9	6	7	5	15	8	14	4	12	15
Lsm12	4	8	11	17	4	6	6	14	5	13	9	16	6	10	4	8	11	15	8	10	12	17	7	8	13	8	12	15	11	17	13	11
Lsm14a	3	7	8	26	5	16	5	24	5	27	12	27	4	7	2	11	11	19	15	16	11	21	9	11	10	18	13	29	8	10	14	30
Lsm14b	2	5	4	5	2	4	1	10	6	9	3	15	6	7	3	7	18	17	9	10	14	19	7	10	9	9	10	23	11	14	8	27
Lsm2	1	3	5	6	6	6	1	4	3	11	0	7	2	8	1	6	1	3	3	5	3	1	0	3	4	3	5	4	3	0	5	3
Lsm4	3	8	6	5	4	7	3	11	4	4	6	17	3	7	2	2	8	6	11	5	11	13	9	9	9	3	7	15	11	12	4	14
Lsm5	2	7	1	6	1	5	2	9	3	12	2	13	0	9	4	4	1	4	1	3	6	4	0	1	3	2	2	8	5	4	5	5
Lsm6	1	14	5	19	4	2	7	11	6	12	4	21	7	8	3	4	14	9	9	14	10	9	5	7	10	8	13	19	21	11	22	25
Lsm8	3	5	6	11	3	6	5	12	6	6	6	13	0	9	5	4	5	4	3	5	7	3	4	2	3	3	2	7	8	4	4	7
Lsmem1	4	7	7	11	5	4	8	8	4	7	5	20	7	18	7	8	2	2	2	4	0	3	1	4	5	4	4	2	3	1	0	7
Lsmem2	0	6	5	8	3	7	6	7	5	9	1	12	0	4	7	4	2	3	2	0	0	1	1	1	1	3	0	6	0	3	2	3
Lsp1	5	15	6	11	3	3	3	10	1	13	4	17	3	13	1	6	1	1	1	3	1	4	4	3	2	3	6	5	2	0	5	2
Lsr	5	6	7	13	5	6	2	14	8	14	6	13	7	14	5	9	0	2	2	3	5	2	0	4	3	1	1	2	0	1	3	2
Lss	3	7	5	10	3	6	3	13	5	15	4	11	6	4	4	7	4	3	3	3	6	4	1	4	1	2	7	9	5	2	4	8
Lst1	2	7	2	9	1	5	6	12	3	14	4	6	5	13	1	9	1	1	5	2	1	0	3	1	0	1	2	4	2	2	1	3
Lta	3	6	4	6	2	8	8	10	7	6	2	15	1	5	4	9	1	3	5	2	2	1	1	1	1	1	1	5	2	2	0	2
Lta4h	9	10	3	13	6	4	7	8	7	12	4	17	7	15	1	7	9	6	4	16	10	17	1	10	6	9	6	31	3	4	7	20
Ltb	2	4	5	10	1	6	1	5	3	9	4	7	3	7	3	10	0	2	5	2	0	1	1	2	1	3	1	5	4	2	3	4
Ltb4r1	2	6	2	9	3	9	6	6	3	7	9	5	3	8	3	10	0	1	2	2	1	0	3	0	3	0	1	2	1	5	1	4
Ltb4r2	4	10	6	14	6	5	6	9	7	17	3	16	2	11	3	11	6	6	4	1	3	2	1	1	3	3	2	6	1	0	3	1
Ltbp1	4	11	6	9	5	8	7	12	3	19	5	20	4	11	1	18	0	3	2	2	0	3	2	3	2	5	2	5	4	1	4	0
Ltbp2	5	11	8	15	6	7	8	11	7	10	4	8	5	12	2	6	2	1	4	1	3	0	4	3	1	5	0	2	1	0	3	6
Ltbp3	1	5	5	14	4	5	3	9	2	16	3	13	6	7	3	12	13	14	19	16	12	20	19	18	27	21	15	29	21	20	17	39
Ltbp4	7	8	6	7	1	9	8	12	4	13	5	17	5	14	3	9	3	1	5	5	1	2	3	2	2	5	2	5	2	2	4	3
Ltbr	1	3	4	6	0	4	3	10	5	12	6	12	2	4	2	4	1	3	3	5	2	1	2	0	2	3	1	3	0	0	2	2
Ltc4s	6	3	2	8	3	3	5	9	5	8	2	11	5	6	3	6	1	0	2	1	1	1	0	1	3	3	0	2	1	1	2	1
Ltf	0	5	5	7	2	5	3	14	6	3	7	13	5	6	4	3	0	2	0	0	4	2	1	1	1	4	2	3	1	1	0	6
Ltk	0	8	2	11	2	4	5	14	5	13	1	12	5	2	1	6	1	4	1	1	2	6	0	3	3	2	4	3	3	1	1	6
Ltn1	4	6	4	11	4	5	8	7	4	15	8	11	3	8	7	6	40	26	47	29	29	26	26	29	37	19	25	37	38	19	51	37
LTO1	3	4	5	9	2	5	1	7	4	13	4	14	3	10	3	7	3	5	0	1	6	6	3	2	4	3	3	7	3	2	5	8
Ltv1	1	5	2	5	4	10	5	10	8	12	4	13	3	8	1	7	3	6	5	2	0	3	2	1	3	2	2	6	5	0	8	5
Luc7l	3	6	6	11	2	7	14	13	3	13	3	12	5	5	3	7	11	14	16	10	8	14	11	12	7	9	12	31	7	10	13	29
Luc7l2	3	10	7	20	4	12	5	14	4	18	6	16	4	9	2	13	23	33	26	32	22	29	15	26	20	27	8	49	21	39	24	52
Luc7l3	6	5	5	13	3	10	5	10	5	12	10	18	1	14	4	10	11	23	17	17	14	13	9	14	12	13	10	26	13	13	13	27
Lum	1	11	6	8	5	7	6	7	6	13	3	14	6	10	3	11	0	3	3	2	1	0	0	1	2	2	0	1	3	1	2	6
Lurap1	1	4	1	6	7	4	5	9	5	3	2	13	3	9	1	12	2	3	4	0	2	4	3	0	3	0	4	5	2	1	1	6
Lurap1l	0	6	2	13	1	4	2	6	6	8	4	11	1	5	4	8	6	9	3	9	2	1	5	6	7	3	6	11	3	8	7	8
Luzp1	2	7	4	12	3	3	5	9	5	5	6	11	0	9	2	4	10	15	12	17	10	14	4	11	9	11	11	29	5	11	13	17
Luzp2	1	8	0	10	1	6	5	4	3	14	3	9	4	12	2	4	11	4	7	9	5	7	1	8	3	9	6	16	6	8	10	8
Lvrn	4	5	4	15	4	7	6	7	9	5	4	6	2	7	5	4	3	1	3	3	0	2	3	3	3	4	0	2	5	1	1	5
Lxn	2	6	6	7	5	6	9	9	4	13	5	16	2	8	0	7	25	2	18	5	11	4	5	2	13	4	10	7	13	3	22	2
Ly6c1	5	5	3	13	1	10	2	12	9	28	1	24	3	13	2	10	5	8	3	7	4	4	13	4	7	9	13	12	2	5	3	13
Ly6d	3	7	6	7	3	4	3	7	3	11	3	12	1	10	5	4	3	2	3	0	0	1	0	1	1	2	2	6	0	2	1	3
Ly6e	2	11	3	18	8	6	5	12	5	20	5	17	0	12	3	7	27	19	29	15	16	21	14	16	24	14	27	25	12	11	26	36
Ly6f	2	6	2	9	5	1	6	4	3	7	4	9	3	4	6	6	1	2	0	0	1	1	1	0	1	2	1	2	0	1	2	1
Ly6g	1	9	4	11	6	6	3	6	3	13	2	11	4	13	2	10	3	1	3	2	1	0	1	0	1	3	0	2	5	0	3	4
Ly6g2	2	8	3	10	6	7	3	7	9	13	1	9	4	7	2	9	1	0	2	1	1	1	0	3	2	2	3	3	0	2	2	4
Ly6g5b	2	6	5	7	1	3	3	6	2	9	6	6	6	10	5	8	4	2	3	1	2	3	0	0	2	0	1	2	0	1	3	4
Ly6g5c	1	13	5	6	6	5	6	9	3	7	1	18	3	4	6	5	2	3	4	4	2	2	0	1	1	3	1	4	1	1	3	0
Ly6g6c	3	9	4	6	3	4	6	9	2	9	2	20	2	4	3	8	2	4	3	1	2	1	0	2	2	0	2	2	2	0	2	2
Ly6g6d	4	4	2	14	4	8	7	2	4	8	6	8	5	8	2	5	2	6	1	2	2	0	0	3	0	3	3	3	3	2	3	2
Ly6g6e	0	7	5	17	1	6	8	7	3	8	1	17	2	53	2	10	0	0	1	0	3	3	2	3	1	2	4	2	3	1	1	5
Ly6g6f	6	7	2	14	3	10	7	12	4	16	6	15	4	11	5	9	2	3	2	4	1	1	0	1	1	4	2	4	1	0	3	6
Ly6h	2	5	3	9	3	7	1	10	1	9	6	17	2	10	4	12	7	10	2	7	4	15	5	5	2	3	7	14	5	3	7	25
Ly6k	7	6	7	7	1	6	4	6	6	15	3	16	5	7	4	10	1	4	3	2	1	2	2	3	2	6	3	0	2	0	2	3
Ly6l	1	6	3	3	3	10	4	9	3	13	2	12	8	9	3	6	0	0	0	1	7	2	1	0	0	0	3	2	0	0	0	2
Ly6m	4	6	7	14	2	10	3	10	5	11	7	13	6	6	3	11	1	1	2	2	1	1	0	0	1	1	0	6	0	2	1	6
Ly75	6	9	4	10	1	3	5	2	5	8	0	14	2	8	2	7	0	0	2	1	2	2	0	1	1	3	3	5	2	0	1	0
Ly86	4	8	4	11	2	9	5	16	2	14	7	16	5	8	6	5	1	4	1	2	3	0	2	1	1	2	0	4	2	0	2	4
Ly9	4	5	7	15	5	8	7	16	6	12	4	20	4	8	5	10	2	3	0	1	2	1	0	4	1	0	4	3	1	1	1	6
Ly96	6	4	3	9	4	6	3	5	7	9	3	16	4	6	5	4	6	3	3	1	2	3	1	2	5	2	2	8	0	2	2	4
Lyar	3	3	7	10	2	5	8	9	1	9	7	19	2	11	2	6	4	2	3	4	6	7	2	2	6	0	3	6	2	2	7	7
Lyg1	4	1	3	6	0	3	3	14	6	6	7	9	5	7	1	5	1	2	4	2	0	4	1	1	1	2	1	1	2	1	2	4
Lyg2	4	5	5	7	2	8	2	9	2	16	3	10	2	11	3	10	1	2	5	0	1	3	1	0	1	0	2	1	2	0	2	3
Lyl1	4	7	5	6	1	6	3	9	6	13	3	12	2	5	2	2	0	5	2	0	0	1	2	2	1	3	2	4	0	0	1	4
Lyn	7	6	2	6	4	6	6	10	4	15	7	20	2	19	0	2	1	0	6	3	1	4	3	4	2	4	3	3	2	1	4	7
Lynx1	3	8	3	3	5	3	5	13	4	9	4	8	1	6	2	7	10	15	16	11	18	12	18	15	14	17	24	46	15	13	19	36
Lypd1	5	15	12	15	3	11	8	12	11	18	5	22	6	14	5	8	3	7	1	6	2	13	2	4	1	2	1	13	0	3	5	7
Lypd10	1	5	6	10	1	7	2	3	8	12	3	13	2	7	1	5	0	3	1	1	3	0	3	1	3	1	1	0	0	0	0	4
Lypd11	4	6	2	5	1	7	5	10	3	7	2	10	5	7	3	6	0	3	3	1	2	3	1	0	0	2	2	3	2	0	1	0
Lypd2	4	6	5	10	2	6	4	7	6	7	2	15	3	4	4	8	0	1	0	3	2	5	2	3	1	6	3	2	2	2	2	2
Lypd3	5	6	5	8	2	8	6	7	4	9	6	11	6	8	5	7	3	1	2	2	4	1	1	1	3	0	5	3	0	2	2	5
Lypd4	3	10	5	14	2	6	7	9	3	18	1	21	2	17	3	6	2	2	4	1	3	0	1	2	2	0	1	0	2	3	6	3
Lypd5	5	3	3	6	3	4	3	11	5	8	2	5	3	8	6	6	1	1	4	2	1	4	2	8	2	1	0	2	1	1	3	2
Lypd6	2	6	8	8	3	35	5	9	7	6	4	8	1	6	2	7	1	1	8	1	4	1	3	2	4	0	5	6	1	1	5	1
Lypd6b	4	5	5	11	5	9	3	10	5	11	8	13	1	7	1	8	5	9	2	16	9	12	3	9	4	8	6	21	6	8	9	13
Lypd9	3	7	7	18	4	6	6	9	3	10	8	19	4	10	4	9	1	3	1	3	0	7	1	4	1	3	0	3	1	0	1	4
Lypla1	7	6	8	9	4	11	5	9	2	12	4	18	2	4	3	4	12	11	8	10	8	11	3	6	5	10	6	14	6	9	10	11
Lypla2	3	5	4	6	5	5	5	11	5	14	6	9	6	6	5	4	32	22	27	19	25	24	13	15	14	17	14	37	25	29	25	38
Lyplal1	2	10	4	10	4	6	4	8	5	7	4	14	2	13	4	2	3	3	4	3	2	5	3	2	3	1	4	1	4	1	4	2
Lyrm1	4	4	6	7	4	8	1	8	6	9	11	8	6	7	2	11	6	4	6	10	7	6	8	4	7	6	3	13	6	10	8	14
Lyrm2	0	4	5	14	9	8	6	5	5	17	2	15	1	9	5	11	1	4	6	4	3	6	0	7	2	2	5	4	6	4	4	6
Lyrm4	1	3	3	17	2	7	5	12	6	13	1	15	6	5	0	7	17	7	9	13	15	9	7	12	13	11	9	19	7	7	11	14
Lyrm7	2	5	6	9	6	9	3	9	10	13	5	21	5	12	2	12	4	4	7	7	8	5	0	8	2	4	5	9	5	7	5	10
Lyrm9	6	5	5	6	4	2	4	3	3	10	5	10	3	6	2	6	5	3	7	6	6	4	4	3	1	8	6	5	4	4	1	9
Lysmd1	8	9	4	11	4	9	7	6	4	30	5	10	2	7	2	4	6	9	9	4	6	9	9	17	6	8	5	12	3	7	6	12
Lysmd3	3	4	4	9	4	8	4	7	5	10	3	13	3	7	2	6	2	5	0	5	8	3	2	3	4	2	2	8	3	3	4	3
Lysmd4	1	8	7	10	1	2	3	3	7	8	7	8	7	6	1	5	1	2	8	9	1	2	3	3	6	6	6	10	5	3	8	10
Lyst	3	7	4	5	3	5	3	5	1	8	3	12	4	4	1	11	6	1	4	8	3	2	6	0	4	3	3	8	2	5	8	5
Lyve1	6	4	3	4	1	7	9	8	7	14	6	17	4	6	6	8	2	1	4	5	1	0	1	0	0	0	0	3	2	1	1	3
Lyz1	4	6	3	9	2	11	3	3	5	5	3	9	4	9	3	14	0	2	5	1	0	1	1	1	2	1	4	6	3	4	1	0
Lyz2	2	4	2	3	6	3	4	8	5	12	3	10	3	8	3	8	1	0	1	3	2	1	2	2	0	0	2	2	2	0	2	4
Lyzl1	2	3	4	9	5	5	4	6	5	6	4	9	2	9	5	10	1	1	2	1	1	1	2	2	0	2	2	4	5	1	3	2
Lyzl4	5	7	6	7	3	3	2	6	4	9	4	17	18	11	2	9	1	1	1	3	2	1	2	0	1	1	2	4	0	2	2	3
Lyzl6	0	6	7	8	4	6	6	6	5	6	3	15	9	14	1	9	2	3	3	1	3	3	3	0	2	3	2	1	1	2	2	2
Lzic	0	6	4	6	2	1	2	6	0	11	5	15	4	8	0	5	0	4	4	2	4	6	4	5	1	5	1	4	5	6	2	7
Lztfl1	4	11	9	15	4	9	9	12	4	14	6	25	7	12	5	11	8	11	12	10	5	8	4	7	9	7	7	13	4	7	6	22
Lztr1	7	13	6	10	2	5	6	12	3	16	5	18	1	16	4	10	10	20	9	25	13	23	3	21	13	16	10	22	10	19	16	38
Lzts1	3	9	4	12	5	6	5	8	4	6	5	13	2	8	3	5	2	0	3	2	2	3	1	2	4	2	4	5	2	3	5	3
Lzts2	4	7	4	16	6	9	6	12	8	13	1	15	4	15	3	9	2	2	1	0	2	5	1	1	1	3	1	7	1	3	3	6
Lzts3	3	5	9	7	3	3	4	11	5	9	4	16	3	7	3	6	3	3	7	2	4	11	6	7	4	6	7	9	1	2	5	6
M1ap	4	8	4	10	5	8	6	10	10	10	5	15	4	4	3	8	0	1	0	3	0	1	3	2	1	2	1	3	0	0	4	2
M6pr	3	10	5	11	2	11	6	14	2	11	7	14	6	11	5	9	16	23	8	10	10	10	10	11	16	11	11	29	16	11	18	25
Cfap91	2	11	6	10	7	13	8	10	4	17	4	23	7	9	5	11	2	5	3	2	0	1	1	5	5	3	3	5	3	0	4	6
Mab21l1	2	5	4	9	3	11	4	6	4	6	11	18	6	8	4	8	2	4	1	1	1	5	1	3	5	2	4	3	3	1	4	1
Mab21l2	0	9	9	6	3	5	5	10	4	18	7	15	1	12	3	10	3	9	2	11	1	6	4	9	1	9	3	15	1	6	5	12
Mab21l3	5	13	8	5	2	5	1	11	8	12	5	13	6	9	2	7	3	2	4	4	2	2	1	1	2	3	6	3	1	2	4	2
Mab21l4	1	9	5	6	4	12	4	11	3	7	0	10	5	9	3	3	1	0	1	3	1	0	2	3	1	1	1	1	0	2	1	3
Macc1	6	9	6	16	3	9	6	11	4	11	7	16	2	14	3	9	1	2	4	2	2	2	2	3	2	2	3	5	3	1	3	3
Macf1	2	5	2	6	1	5	4	8	4	9	4	12	7	11	3	6	24	42	42	42	26	47	17	20	19	26	16	47	38	30	27	71
Maco1	6	7	7	15	3	11	10	21	6	14	2	16	3	19	4	15	20	21	11	19	7	25	7	18	11	20	8	24	18	16	9	35
Macrod1	4	13	2	12	1	7	1	7	4	7	4	9	4	8	3	7	4	5	6	3	3	7	3	4	6	5	4	6	7	8	2	7
Macrod2	3	2	4	20	3	8	4	12	9	10	10	16	4	15	4	11	12	15	11	20	8	12	5	8	6	11	6	14	13	17	17	23
Macroh2a1	6	13	6	8	4	13	5	15	6	17	7	19	2	12	3	10	15	14	11	15	8	17	10	7	7	11	6	21	5	19	7	18
Macroh2a2	6	10	4	9	5	3	7	10	2	12	4	20	5	10	4	6	3	8	6	5	2	7	3	5	2	2	4	10	5	1	3	6
Mad1l1	1	7	4	8	6	2	3	10	4	5	6	18	3	15	4	9	6	8	8	3	3	6	0	3	6	6	4	5	2	1	4	9
Mad2l1	2	7	3	8	5	8	8	11	6	13	5	19	2	11	4	6	0	2	5	2	2	4	1	1	2	1	2	5	1	4	4	7
Mad2l1bp	4	13	7	15	4	3	6	11	5	20	7	20	2	13	2	7	5	4	9	15	2	6	5	7	5	5	8	11	7	5	8	9
Mad2l2	3	14	5	16	3	11	1	14	5	15	8	19	5	8	2	11	4	5	4	7	5	2	2	3	1	2	6	9	2	0	4	11
Madcam1	2	4	2	7	2	6	0	7	4	10	2	8	2	5	1	4	2	2	2	0	3	2	2	1	2	0	0	5	0	2	1	4
Madd	4	9	4	1	0	7	1	4	2	4	6	12	0	6	2	7	18	27	8	23	19	33	6	14	12	19	10	33	14	25	14	50
Maea	3	8	11	12	7	7	5	12	4	17	5	20	6	11	5	8	17	19	13	8	23	18	12	15	18	13	16	22	19	13	27	41
Mael	2	9	5	11	3	5	4	10	7	9	3	15	4	10	2	8	3	2	3	4	4	6	0	1	3	4	2	6	3	1	4	6
Maf	5	15	15	34	8	10	5	17	8	15	9	38	3	13	3	17	13	8	16	8	5	4	7	5	20	6	9	8	14	11	8	7
Maf1	2	9	9	12	6	8	6	9	5	11	7	20	1	7	6	12	5	6	5	6	9	8	5	5	3	3	4	11	2	6	4	6
Mafa	3	16	2	6	4	8	8	14	4	13	1	14	5	12	4	14	1	3	6	3	5	6	3	5	5	1	2	6	1	2	3	4
Mafb	7	6	6	9	2	7	2	9	3	20	4	11	4	8	3	5	5	7	2	5	1	9	2	2	3	8	4	4	0	4	3	3
Maff	6	10	2	19	4	5	5	8	5	4	3	14	4	15	5	5	3	4	5	6	2	8	0	4	4	2	4	10	4	3	3	7
Mafg	1	12	8	15	16	7	3	11	1	14	5	8	4	13	3	12	8	25	19	21	7	21	8	19	9	16	5	25	18	12	11	34
Mafk	1	7	3	12	1	3	4	8	2	9	2	15	0	6	2	5	1	2	9	3	3	5	0	4	0	2	3	3	3	2	7	1
Mag	5	9	3	7	3	7	6	13	4	14	5	16	5	17	5	12	3	11	2	8	3	9	4	7	4	11	12	16	3	2	3	22
Magea10	2	7	4	11	2	5	3	5	5	6	4	9	4	8	6	4	0	2	0	2	2	1	0	4	2	1	2	7	0	0	1	4
Magea4	2	1	3	7	4	3	3	6	5	5	2	15	3	11	2	6	3	0	2	1	3	1	2	2	0	1	4	2	3	1	3	1
Magea8	6	4	8	12	3	3	3	8	4	10	2	13	0	5	4	4	3	3	3	2	2	2	3	1	3	3	0	5	2	1	2	5
Mageb16	1	5	3	11	2	7	2	6	3	5	0	7	4	7	3	6	1	3	0	0	1	4	0	0	3	3	5	8	1	0	2	5
Mageb18	0	6	2	9	2	10	4	7	8	5	5	14	1	10	3	6	3	3	0	1	1	5	0	1	1	1	1	4	2	1	1	2
Mageb4	4	10	4	10	3	7	4	10	1	9	5	13	3	6	4	11	3	4	2	3	1	1	0	0	6	2	1	3	1	2	1	2
Maged1	3	10	4	21	6	5	4	13	1	17	5	17	2	11	6	9	21	22	32	22	21	31	13	26	18	18	41	45	16	15	34	39
Maged2	2	7	4	13	5	10	5	11	2	6	4	14	5	18	5	4	6	10	14	5	8	10	4	8	10	9	7	22	8	8	16	18
Magee1	1	5	4	12	5	13	5	9	9	9	9	12	8	14	1	5	18	19	23	23	24	28	11	25	13	19	22	45	19	12	22	47
Magee2	3	9	2	7	2	3	3	7	4	11	4	11	1	13	1	4	3	1	6	1	1	2	3	1	6	1	2	3	3	2	3	7
Mageh1	5	7	8	10	4	11	3	13	7	7	3	20	2	11	6	9	4	8	12	13	3	9	5	14	7	7	14	12	5	6	12	20
Magel2	2	15	4	11	2	2	8	9	1	16	9	15	5	16	7	13	1	5	2	4	1	4	1	1	2	0	4	7	1	0	4	3
Magi1	2	8	9	9	4	7	1	12	3	13	9	14	3	11	5	8	14	29	16	32	16	27	13	24	12	16	13	34	17	23	23	42
Magi2	7	10	3	9	2	11	7	5	4	11	7	17	7	10	6	5	4	8	3	4	1	4	2	6	1	6	4	14	5	5	4	10
Magi3	3	2	5	4	0	9	6	7	3	7	6	14	2	7	0	3	1	5	4	9	7	8	5	4	1	6	6	4	5	4	8	8
Magix	3	5	6	3	5	12	9	10	7	10	5	16	5	7	3	11	1	2	2	3	2	3	0	3	1	4	3	2	4	0	2	7
Magoh	3	8	7	10	2	5	2	7	6	8	3	14	7	8	3	10	2	8	13	8	7	5	8	7	2	6	3	5	11	4	4	9
Magohb	2	8	2	13	4	10	3	6	5	16	4	8	4	6	5	12	0	4	2	2	1	2	4	5	1	3	3	8	1	4	3	6
Magt1	4	4	6	16	1	6	10	11	8	9	5	14	7	11	5	7	1	0	3	3	2	2	0	2	5	5	6	4	3	2	1	9
Maip1	4	5	5	6	1	6	4	5	3	11	2	2	2	7	0	4	4	5	6	7	3	7	3	8	7	4	7	8	4	3	3	3
Majin	2	7	0	7	2	5	5	15	2	10	2	11	1	9	0	2	1	2	4	1	2	4	3	1	0	2	2	2	0	1	2	4
Mak	3	8	6	12	6	10	4	10	8	14	3	14	11	11	5	9	3	3	1	1	0	1	0	0	2	2	1	3	0	0	5	4
Mak16	5	8	6	12	3	12	6	8	4	17	6	20	9	16	4	11	4	8	7	10	4	10	3	4	7	6	5	10	2	1	7	6
Mal	2	7	4	6	5	5	9	8	3	8	2	15	7	4	4	8	0	1	2	2	1	0	2	1	1	1	2	1	1	0	2	2
Mal2	2	8	3	4	4	2	0	7	3	8	5	10	1	5	2	2	5	2	0	1	0	4	1	3	0	2	4	7	2	1	1	5
Mall	5	7	6	8	4	10	6	12	4	15	1	25	5	13	8	6	1	1	4	3	1	2	1	1	0	1	1	3	2	1	2	5
Malrd1	1	7	3	8	6	4	2	9	3	15	8	11	3	13	2	7	1	0	3	3	1	4	3	2	3	2	0	3	0	1	3	4
Malsu1	2	5	5	11	7	6	4	8	2	11	5	14	4	5	2	12	11	5	8	9	6	13	4	3	4	9	6	13	7	7	8	15
Malt1	6	6	4	5	5	7	1	8	2	8	7	12	2	8	3	5	0	2	1	0	3	1	4	3	1	2	1	4	5	0	3	2
Mamdc2	3	7	6	10	4	7	5	6	3	9	5	7	2	6	1	10	1	0	1	6	3	1	1	2	1	4	3	5	1	1	4	3
Mamdc4	5	5	7	11	2	4	7	7	5	3	2	14	1	3	1	5	1	0	5	6	1	1	1	0	0	3	1	2	1	3	1	2
Maml1	4	6	5	15	1	4	7	11	3	13	3	14	7	14	3	10	4	2	1	8	2	4	2	4	3	1	0	5	6	0	1	8
Maml2	4	6	8	12	4	1	6	10	4	11	3	14	5	11	3	12	3	6	2	2	1	7	2	3	2	4	3	7	3	4	0	7
Maml3	1	5	5	5	2	6	2	12	4	8	7	18	3	5	3	6	1	0	6	6	2	4	2	3	1	3	5	6	2	1	1	10
Mamld1	7	2	6	15	2	9	4	12	2	9	1	17	3	8	3	9	6	6	2	3	5	6	3	5	2	0	3	8	4	1	4	14
Mamstr	3	12	3	15	2	3	3	7	8	8	4	15	5	7	5	13	0	1	4	2	2	5	4	2	0	0	2	0	0	2	1	2
